文章日期,文章标题,文章链接,评论昵称,评论内容,评论点赞数,留言回复,留言时间,国家,省份
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,Levi,"房子不仅有物质意义，更有精神意义。
摘自留言板的朋友一句话，我深信不疑。
本地没房也不太自信和方便，外地的没房更无法建立归属感。所以，有个房子，多多少少会成为“底气”的一部分。",36,,2022-05-09 08:30:42,中国,浙江
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,VIVI,四零的野猪来了。我基本就没有工作过，毕业结婚生子带孩，全部靠他一个人。他能力有限，零几年时候房价低迷，我说要不咱们也贷款买房吧，他反问我：你有固定工作吗？外地户口也没有资格买房，要买也得等房价降了再买。他也确实也没有朝这个方向努力，我也确实没有固定收入。农村三十来年的老房子不可能用养老，这边租房十来年了，生活把感情冲淡了。我想改变一下，户口迁了，公租房申请了，但真的不想一辈子租房。可是这边房价现在两万多……可惜认识连叔时间太晚了，不过没关系，总比等到六十岁早[笑脸],35,,2022-05-09 08:21:43,中国,海南
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,诺一,"如果是刚需，在价钱能接受的范围内早买早住早安心。
我过完年刚入手一套，是刚需，付款之前我老公百般阻挠，觉得这两年疫情影响经济紧张，而且房价有下跌趋势，让我再等等，我已经因为他这话等了五年，把最好的时机都等过去了！这一次我很坚决，看好房子果断付款，上个月他聊天中还感慨：有了房子感觉就是莫名地踏实！",34,,2022-05-09 09:25:48,中国,陕西
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,・_・,买房带来的安全感真不是一星半点，可以买自己喜欢的家具和装饰品，不用怕搬家的时候不好带，不用怕房东突然要求搬家，不用总是留意租房信息。我现在一半的工资都是拿来还房贷，但是感觉值。,34,,2022-05-09 07:41:23,日本,
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,甲骨文~瑶,住在自己家的感觉真的不一样，我们前几年一直在深圳租房住，今年因为二胎出生加失业，一咬牙夫妻两个直接带着老人和孩子回来住自己的房子，重新找工作，虽然工资水平不是一个等级，但是那个幸福感真的完全不一样。以前租房这也不敢买，那也怕买了带不走，现在可以买各种解放双手的电子产品、各种提升幸福感的大小物件，而且也会更加用心的打理装饰自己的家,32,,2022-05-09 08:44:29,中国,湖南
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,优加百文温莹珂13243416810,非常赞同连叔的建议[强][强][强]我作为过来人，做小本生意，一直想着有钱还不如投资到生意中去，造成两个孩子对家的感觉缺失，缺乏安全感。2015年终于买房，孩子们现在都很喜欢待在家里，再也不用担心房东说涨房租或不租。综合考虑，建议买！,31,,2022-05-09 07:40:50,中国,河南
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,D,宝宝六岁，换了三个城市，租了三次房子，宝宝常问，还能不能见到之前的朋友们，我说能，但从来没再回去过。稳定的环境对小朋友来说很重要，他们也有自己的社交圈子。就前几天，终于买房过户落户了，心里踏实了。,30,,2022-05-09 08:53:22,中国,广东
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,生如夏花,连兄好。苏州不是我的家乡。我还记得很多年前，家里拿到房产证的时候，我高兴的失眠了。我现在的梦想是有更满意的”家“。[咖啡],30,,2022-05-09 08:38:16,中国,江苏
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,小太阳,说独生子女不用买房坐等父母的房，我也是无语了。父母的房大概率是老破房了，居住感肯定不如现在的新房，跟老人挤在一起住几个人都住不舒服，矛盾肯定会产生。为什么不早点买自己的房子，这样老人有老人的空间，小夫妻有自己的三口之家，不更舒服吗？以后老人的破房子要么卖要么等拆。所以赶紧买自己的房子才对。,29,,2022-05-09 09:19:44,中国,广西
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,宝蓝,85后家庭，坐标成都。结婚时由于经济压力没买房，随着小宝贝出生，我们决定买房，当时掏空3个家庭还借了些外债才把首付凑齐。我老公其实不太情愿，我能理解他是觉得掏空了双方父母有些愧疚。本以为以后经济会很艰难，第二年我们不但养了孩子，供了房贷，还搞定了装修，还清了外债。我老公也认清了经济形势，感叹说我这就是没有太多积蓄了，不然我说什么也要再买一套！！,29,,2022-05-09 08:36:57,中国,四川
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,🍀Lily🍀,房价降的时候几万几万地降，房价涨的时候不是数倍数倍地涨吗？刚需哪有什么合适的购房时机？有钱就上车。两个中年人撑起一个家不易，收入也一般，不是更应该早买早踏实？买定离手才是应有的心态。,27,,2022-05-09 08:57:26,中国,云南
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,Gz·高,这种情况真不要犹豫，自己住的房子，涨跌都无所谓，况且现在我们石家庄市的房价也基本就这样了，我十年前离婚，一无所有，咬咬牙凑了三成首付，当然很惭愧都是父母帮忙，买了一套小房子，当时付完月供生活也是紧张的很，好在我努力工作，四五年时间房贷早就还清，车子也有，工作也稳定了，有什么比有一自己的房子更开心的，疫情反复，风雨的来临时候，有个自己的小窝太幸福了，,26,,2022-05-09 09:51:58,中国,河北
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,秦桑低绿枝,跟题主有同样问题，同省会城市，只不过我两个孩子。感觉房子值不值钱，二手市场最真实。于是疫情期间出手拿下一套二手房，因为位于学区，价格还算坚挺。并不担心房价跌的问题，因为孩子的成长千金难买。而且房屋买卖本来就有风险，跟股票一个道理。打算进入市场就要做好心理准备。打定主意，就下手。与其犹豫不决，不如行动起来。,25,,2022-05-09 08:45:32,中国,山西
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,LXM,有时候人太执着于算计钱反而会亏钱。将自己和家人的安定安心安稳放在首位，往往会赚到很多～,21,,2022-05-09 14:53:39,中国,广东
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,Ming,刚和女朋友在北京买了房，我们借了80万，我俩证还没领，但房子写的我俩的名字，本来还一直担心各种问题，加之北京最近的疫情，更让我们睡不着觉。但读了连叔这封回信，真的更有信心，更不后悔，越早买越有优势。感谢连叔给我吃了定心丸，衷心感谢！[抱拳][抱拳][抱拳],19,,2022-05-09 10:10:16,中国,北京
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,小伍,你这是刚需，肯定要上车，房价再跌你也不会满意，总觉得不是最低点可能还会跌。毕竟拖着小朋友呢，要给家人安定的环境。我老公也是外地人，遇到我在我的城市发展，我俩再难都一起凑钱，面积小一点也要有套房。开始首付一下给出去可能是有点心痛，我们没靠长辈几乎掏光所有。但是你租房是消费，钱是花出去的，自己买房月供给了房子是你自己的呀。,19,,2022-05-09 09:04:56,中国,重庆
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,亚亚💫,我之前也是这样的思想，这两年房价调控，就想等会不会再低些呢？还好我老公比较理性，他认为买房子就在当下，不要等！加油💪,18,,2022-05-09 09:32:36,中国,江苏
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,宽宽,我和老公2009年买了第一套房，位置一般，2019年我们做了巨大决定，卖旧买新，主要是为了改善生活条件+孩子学习环境。父母在买房时借了一些首付，贷款办下来以后就立即还给他们了。现在身边人说我们买的这套房升值很多很多，我们夫妻俩没啥感觉，感觉刚需房，涨再多也没有意义。买的是个家。以后孩子长大，我们尽量帮衬，但是还是希望她能和我们一样，自己动手丰衣足食，合理投资，不投机。,18,,2022-05-09 08:53:09,中国,山东
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,珍惜今天,现在国家对买首套房刚需的政策还是挺优惠的，房住不抄的政策已经实施好些年，房价已下调很多了，根据你所说的基本情况看，买可以承受的房子压力应该不会大，房子对于家庭的意义还是很大的，就像睿智的连叔如上所述，买房子后有了压力也会有新的生活动力和新的人生憧憬。,18,,2022-05-09 08:46:16,中国,天津
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,过眼云烟,男人的思维真的不是女人能理解的，为了娃的学区，在我的要求下，生活在县城的我们也在市区买了一小间公寓，然而买房后就被我老公各种指责。房价高起来一点，他开心得很，房价陷入低迷时，他一天说我三次。哎！我觉得只要是刚需买房，又能承担的起，买房就没什么好犹豫的呀！不懂男人！,17,,2022-05-09 10:13:42,中国,浙江
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,ccowind,最近也在纠结买房，一直跟公婆住，生孩子之后准备买房自住，家属老是抱着捡漏和抄底的想法，犹豫不决。说多少次都改变不了，把连叔这篇文章分享给他，希望他能有所改变。冲着文章标题，他应该会看[偷笑],17,,2022-05-09 10:10:16,中国,江苏
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,我就是静静| ᐕ)⁾⁾,难得遇到庄里的伙伴。疫情前老公求婚，我们的原计划是老公家卖了周围县市的房子，我家添一部分合作首付买房。当时看到了合适的房子，虽然老公家的还没卖出去，但是他家借钱我们也买了自己的婚房。很快遇到疫情，房价跌了下来卖房搁浅，我们自己背着比原计划更高的房贷，自己的婚房因为地理位置不错还算坚挺，但是从大市场来看也算是高点买房了，而且原计划卖的房还价格跌惨了。这种情况下，我们也生活的很开心，自己的房子不考虑经济因素，住着幸福感很高的，希望你也早点拥抱这种幸福感！,17,,2022-05-09 09:10:07,中国,河北
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,大雁,跟这位朋友类似情况，在石家庄的独生子女，支持赶紧买房，我们夫妻是前年买的房，首付三成，月供近5000，养俩娃。要我说不管老人有没有给准备房子，都要买一套自己的房子，夫妻俩自己还贷款的那种。住进来感觉都不一样，舒服又安心，虽然还贷+养娃有压力，但是绝对值得！我老公是一百个不愿意自己贷款买房的人，现在成天就想赖在自己家!所以我觉得以后俩娃不管男女都要自己买房还贷款，我们可以帮忙一下首付。,16,,2022-05-09 09:36:27,中国,河北
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,キHごFヤ,今早还跟队友在感叹，生了娃后这几年就在换房、换车，虽然背上了负债，但觉得心理很踏实，希望日子越过越好。也希望你们买到心意的房子[调皮],16,,2022-05-09 09:09:42,中国,四川
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,田田Serena|悠贝亲子阅读,买一套属于自己的房很重要，也很值得。刚开始工作时，住在公司宿舍，都不愿意也不敢买自己喜欢的东西去装饰宿舍，总觉得有一天会搬走，东西太多，搬家也麻烦。工作三年，遇到自己能付首付的房子，想都没多想就买了，后来房子装好了，把家具放进去，我记得特别清楚，我和妈妈坐在沙发上，心里满满的满足感和幸福感，终于在这个城市有了自己的窝，不用担心搬家的问题，可以安心地一直住着。,15,,2022-05-09 13:37:08,中国,四川
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,彩霞,自古以来，对一般家庭来说，修房盖屋或者置办家产都是一件人生大事，没有人能轻轻松松得到。现在有贷款政策，可以用少量资金首付来实现买房愿望，一旦签订买房合同，管他涨跌，只需要关心一件事，努力工作，使生活更美好。真的深有体会，买房穷三五年，不买房穷一生。我2018年买房，当时也是压力巨大，现在感觉习惯了，日子一样过，并没有使生活质量下降，还多了一份安心和一套房子，有时候钱也像时间一样是挤出来的（没买房时花钱大手大脚的月光族，买房后还完房贷吃喝开销基本够用，还是月光族。交房后不急着住可以租金冲房贷，压力更小）。,15,,2022-05-09 12:43:55,中国,河南
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,人参果,连叔真的太睿智了，其中谈到的一点我最是深有体会。因为工作的问题，我的宝贝换了三所学校，朋友也换了三茬了，有时候她真的有点孤独，每次这个时候我都很内疚。作为成人，我深知朋友，闺蜜的重要性，如果能固定学校，她就会有固定的朋友圈，我想她会更幸福。加油吧[加油],15,,2022-05-09 12:03:46,中国,广东
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,你说什么欸,以前大家都没有概念买商品房的时候，在农村也得小起一栋房子，有了房子就有老婆的，其实道理是一样的，有了蜗居的地方，不用流离失所是对家人最好的爱。,15,,2022-05-09 10:12:19,中国,广西
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,钟远杰 广州飞佛18922745288,买房前做了十几年租房党，坚决不买房。买完觉得真香。,14,,2022-05-09 17:46:27,中国,广东
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,飞翔的🐫,"看来信主是一个什么事都希望利益最大化的主，与我单位一位同事非常像。房价一降，他就开始看房，已经看好房子了，但他回头一想，觉得房价还会降，现在买就亏了，于是，就说再等等，结果等来一拨上涨，等房价下降一点，他又开始看房，然后觉得可能还会降，一次又一次地重复操作，他从北京房价6000元开始看起，看到北京房价到了40000，最后实在是孩子结婚拖不过去了，才买了，40000。而我们需要的时候就买了，8000,没管是否会降，因为我需要。这位主看了这么多连叔的买房主张，还宁愿拿钱租房，养保姆，都不愿意先买房。3600保姆+2000租房费&gt;4000元贷款，这个账很明显啊。",14,,2022-05-09 13:32:09,中国,北京
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,A 🌾淡然🍃,我们当初买房的时候只考虑自己买不买得起，够不够首付，好像真没考虑过涨跌的问题，毕竟第一套刚需房，而且可能是唯一的一套刚需房，涨跌都跟自己关系不大，涨了不可能拿去卖，卖了大行情都是涨的也买不了更好的，跌了就更不会去想有的没的了，就是为了一家人住的安心舒服,13,,2022-05-09 19:11:18,中国,广东
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,Claudia,2006年我26岁，外派四年的收入用来买了人生第一个房子，当时是我妈迟疑怕我花钱，而我是毫不犹豫一直催我爸妈去替我看房买房，唯一的想法就是为老人换个更好的居住环境。增值什么的都没考虑，唯一知道的是房子肯定比放在银行的钱保值。先考虑人生问题。,13,,2022-05-09 13:01:34,中国,上海
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,斯人若彩虹，遇上方知有,90后跟题主一个城市，目前自住一套郊区的房子，附近没有好的学校。刚入手某创期房，看中了配套，在自己力所能及的情况下给孩子一个最好的教育环境。目前供2套月供，压力也很大，还好我和媳妇一起努力，相信过几年一切都会好起来。ps：我觉得在没有很好的投资的不影响生活的情况下，房子是能抗通货膨胀的,13,,2022-05-09 08:57:25,中国,河北
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,竹子,"买房的问题上，我的感受是不要想得太多，要果断，抢时间，犹犹豫豫办不成大事，买房是人生大事，租房的感觉差很多，住在租的房子里，不敢买品质太好的配套设施，大多数情况下会选择将就一下算了，因为不是自己的房。老话说得好，占不尽的便宜，上不尽的当，2019年我们一边卖东莞的房，一边在深圳看房，等东莞卖房的钱一到卡上，我们就在深圳买了房，卖，看和买只用了2个半月，非常的高效，儿子跟我说，妈妈有自己的房子感觉真的爽，尽管只是两房一厅，但对儿子来说起到的作用是安居乐业。

",12,,2022-05-10 08:29:31,中国,广东
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,百度赵妮,我老公买了一套房子一直烂尾，18年说是20年就交房了。结果一直拖。也是租房，那个时候孩子一岁多，房东要把房子卖了去北京买房。19年那会连叔说房子比较多。也是坚定了我买房的信心。没地住，果断买，也不等重组的房子了。买了个学区的小户型。买的二手房，决定买到买几天一周时间。20年元旦住进去，春节就疫情封城了。幸亏有自己的房子，感觉是不一样的。业主进来是回家，租客是劝返的[捂脸],12,,2022-05-09 17:19:43,中国,陕西
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,Coral.,"借这个留言板，也想问问连叔和大家。97年家和户口在凉山州，在泸州上班，门诊护士。想在成都买，现存了4w3，每个月五险一金扣了有4千左右，公积金每个月700，预计还要存2～3年，就有十万多，在借点凑个30w首付。再用公积金贷款，
我大概了解一下，要把户口我可以通过专科落户成都五圈层在，然后交社保两年，才可以买，
大家都劝我在泸州买房，我拿不定主意。想通过平台问问大家，应该怎么选呢",12,,2022-05-09 12:20:24,中国,四川
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,吴燕玲,我家是老公担忧买了房后供不起，我们坐标一线城市，可支付首付70-80万的房子，刚需房，给了首付，经济就很吃紧，还要负担每月1万多点的月供，夫妻公积金很少可忽略不计，受疫情影响，收入也减少了。所以老公退缩了，害怕月供供不起，养娃养不起。,12,,2022-05-09 08:47:36,中国,广东
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,雪域高原,  我退休来广州给儿子带宝宝 现在想把老家上线城市的房子卖了 能凑70多万 很想买一套小房子 这点钱只能买广州周边的 希望大家帮帮忙给个建议 ,10,,2022-05-09 17:03:02,中国,广东
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,七喜,5岁以前我们家也没有属于自己的房子，是住在爷爷奶奶的房子，爸爸几兄弟不要了的房子，后来我们长大了点爸爸就自己建了属于我们自己的家，现在我们又搬到了另外一个地方建房子，还是一直怀念以前我们成长的家，想念父母在那个家里小时候的关爱，点点滴滴，真的不可磨灭,8,,2022-05-10 13:53:52,中国,广东
2022-05-09,房子危机,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651783263&idx=1&sn=a10f93f9b1aa98da1ce598fe30ee12a5&chksm=bd7d84418a0a0d57ba1fd4c011dbdc4d2930b1892d3aacd78ba65c57a9caab25521e62592428&scene=27#wechat_redirect,念念,一直都想有个自己的小窝，奈何东莞房价太高，老公怕压力太大，极力反对买房，总是说房价会跌，现在不是买房的时候。老公之前和人合伙开公司，亏了五六万，最近两三年又迷上炒股，行情不好，也亏了六七万了吧，我也跟着开了户，小两万也是亏了去的。[流泪]目前两个人月薪加起来1.6W左右，大宝读初一，一学期学费1.4W左右，小宝读私立二年级马上要转公办了，不用学费。我们现在房租2000，月开支4000左右。凭我们的能力，只能承受首付50W左右（还要父母双方凑点才够），月供不超过5000的房子，然而这样也只能买位置不好的旧房子。如果不想有压力，就只能买个几十万的那种小产权，真的不知道怎么做才好？主要是老公的思想很固执，想要说服他！大家有什么好的建议吗？可以给我支支招，不甚感激！,7,,2022-05-09 22:12:19,中国,广东
